superficie,Prix (F CFA),Adresse,Image Link
150,4.500.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5184446_uploaded_image1_1739462826.jpg
150,7.000.000,"Keur Massar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5184410_uploaded_image1_1739461291.jpg
150,65.000.000,"Grand Dakar, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5184237_uploaded_image1_1739454962.jpg
160,90.000.000,"Yoff, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5183274_uploaded_image1_1739402621.jpg
Non spécifié,11.000.000,"Almadies 2, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5167871_uploaded_image2_1738614116.jpeg
Non spécifié,320.000.000,"Almadies, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5133539_uploaded_image1_1736812687.jpg
300,12.000.000,"Saly, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5139823_uploaded_image1_1737121826.jpg
225,2.000.000,"Ndiass, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5139561_uploaded_image1_1737113426.jpg
200,160.000.000,"Ouest Foire, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5136613_uploaded_image1_1736962808.jpg
225,1.800.000,"Thies, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5136552_uploaded_image1_1736960823.jpg
172,120.000.000,"Dieuppeul-Derklé, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5136982_uploaded_image1_1736975256.jpg
300,7.000.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5166842_uploaded_image1_1738582024.jpg
150,1.500.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5166828_uploaded_image1_1738581721.jpg
300,8.000.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5166804_uploaded_image1_1738581267.jpg
1000,Prix.sur.demande,"Thies, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5182058_uploaded_image1_1739357438.jpg
500,16.000.000,"Ziguinchor, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5181963_uploaded_image2_1739353547.jpeg
225,2.000.000,"Ndiass, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5181961_uploaded_image1_1739353442.jpg
150,22.000.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5181918_uploaded_image1_1739351451.jpg
75,50.000.000,"Medina, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5162026_uploaded_image1_1738309914.jpg
150,7.000.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5181603_uploaded_image1_1739313879.jpg
Non spécifié,135.000.000,"Ngaparou, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5137838_uploaded_image1_1737025523.jpg
3150,Prix.sur.demande,"Almadies, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5135337_uploaded_image1_1736898739.jpg
150,2.500.000,"Lac rose, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5139542_uploaded_image2_1737113028.jpeg
Non spécifié,115.000.000,"Almadies, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5135751_uploaded_image2_1736933174.jpeg
150,1.500.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5155239_uploaded_image1_1737981934.jpg
225,15.000.000,"Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5180719_uploaded_image1_1739279304.jpg
300,9.000.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5155221_uploaded_image1_1737981256.jpg
150,14.500.000,"Diamniadio, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5180461_uploaded_image1_1739270007.jpg
300,16.500.000,"Saly, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5179815_uploaded_image1_1739224174.jpg
2250,25.000.000,"Toubab Dialao, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5179803_uploaded_image1_1739223773.jpg
150,4.800.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5179577_uploaded_image1_1739213310.jpg
1000,500.000,"Patte d'oie, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5179423_uploaded_image1_1739207702.jpg
300,15.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5178967_uploaded_image1_1739191532.jpg
1500,525.000.000,"Saly, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5143622_uploaded_image1_1737373809.jpg
150,4.600.000,"Keur Massar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5178755_uploaded_image1_1739184339.jpg
17722,40.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5129908_uploaded_image1_1736589414.jpg
300,2.500.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5130211_uploaded_image1_1736604066.jpg
400,10.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5129882_uploaded_image1_1736588583.jpg
225,3.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5130179_uploaded_image1_1736602972.jpg
50000,4.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5130169_uploaded_image1_1736602649.jpg
300,18.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5129874_uploaded_image1_1736588291.jpg
300,11.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5135955_uploaded_image1_1736940853.jpg
625,50.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5133935_uploaded_image1_1736850167.jpg
150,10.000.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5177224_uploaded_image1_1739094183.jpg
227,1.500.000,"Thies, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5176034_uploaded_image1_1739004976.jpg
150,26.000.000,"Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5175800_uploaded_image1_1738976456.jpg
225,60.000.000,"Keur Massar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5175789_uploaded_image1_1738975816.jpg
200,80.000.000,"Yoff, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5175379_uploaded_image1_1738951874.jpg
150,24.000.000,"Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5174123_uploaded_image1_1738894555.jpg
325,180.000.000,"Sicap Liberté, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5129268_uploaded_image1_1736539012.jpg
382,20.000.000,"Kaolack, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5173397_uploaded_image1_1738858672.jpg
225,50.000.000,"Mbao, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5124856_uploaded_image1_1736334403.jpg
Non spécifié,1.000.000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5127381_uploaded_image1_1736442191.jpg
2044,1.226.400.000,"Damel, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5173022_uploaded_image1_1738845882.jpg
150,10.000.000,"Keur Massar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5171695_uploaded_image2_1738774433.jpeg
900,13.200.000,"Ndiass, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5171680_uploaded_image1_1738773729.jpg
240000,Prix.sur.demande,"Thies, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170814_uploaded_image1_1738746182.jpg
160,27.000.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170646_uploaded_image1_1738735409.jpg
250,6.000.000,"Touba, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170537_uploaded_image1_1738717064.jpg
174,125.000.000,"HLM, Dakar, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170255_uploaded_image1_1738702762.jpg
150,3.000.000,"Ndiass, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170203_uploaded_image1_1738700633.jpg
150,20.000.000,"Rufisque, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5170110_uploaded_image1_1738697045.jpg
225,5.000.000,"Mbour, Sénégal",https://sn.coinafrique.com/https://images.coinafrique.com/thumb_5169140_uploaded_image1_1738668374.jpg
